surface_form,normalized_form,feature_type,feature_name,mapping_type,evidence_level
Orchid Pink Leopard,orchid pink leopard,NOTE,Orchid Pink Leopard,LEVEL_A_DIRECT,A
Oregano,oregano,NOTE,Oregano,LEVEL_A_DIRECT,A
oriental flower notes,oriental flower notes,NOTE,oriental flower notes,LEVEL_A_DIRECT,A
Oriental notes,oriental notes,NOTE,Oriental notes,LEVEL_A_DIRECT,A
Oriental Woodsy notes,oriental woodsy notes,NOTE,Oriental Woodsy notes,LEVEL_A_DIRECT,A
Ornithogalum,ornithogalum,NOTE,Ornithogalum,LEVEL_A_DIRECT,A
Orris,orris,NOTE,Orris,LEVEL_A_DIRECT,A
Orris Root,orris root,NOTE,Orris Root,LEVEL_A_DIRECT,A
Osmanthus,osmanthus,NOTE,Osmanthus,LEVEL_A_DIRECT,A
Osmasylk Natsublim™,osmasylk natsublimtm,NOTE,Osmasylk Natsublim™,LEVEL_A_DIRECT,A
oud,oud,ACCORD,oud,LEVEL_A_DIRECT,A
Oud,oud,NOTE,Oud,LEVEL_A_DIRECT,A
Oud Butter,oud butter,NOTE,Oud Butter,LEVEL_A_DIRECT,A
Oud Smoke,oud smoke,NOTE,Oud Smoke,LEVEL_A_DIRECT,A
Oud Sumatra,oud sumatra,NOTE,Oud Sumatra,LEVEL_A_DIRECT,A
Ouzo,ouzo,NOTE,Ouzo,LEVEL_A_DIRECT,A
Oysters,oysters,NOTE,Oysters,LEVEL_A_DIRECT,A
ozonic,ozonic,ACCORD,ozonic,LEVEL_A_DIRECT,A
Ozonic notes,ozonic notes,NOTE,Ozonic notes,LEVEL_A_DIRECT,A
Palestinian Sweet Lime,palestinian sweet lime,NOTE,Palestinian Sweet Lime,LEVEL_A_DIRECT,A
Palisander Rosewood,palisander rosewood,NOTE,Palisander Rosewood,LEVEL_A_DIRECT,A
Palm Leaf,palm leaf,NOTE,Palm Leaf,LEVEL_A_DIRECT,A
Palm Sugar,palm sugar,NOTE,Palm Sugar,LEVEL_A_DIRECT,A
Palm Tree,palm tree,NOTE,Palm Tree,LEVEL_A_DIRECT,A
Palmarosa,palmarosa,NOTE,Palmarosa,LEVEL_A_DIRECT,A
Palo Santo,palo santo,NOTE,Palo Santo,LEVEL_A_DIRECT,A
Palo Verde Tree,palo verde tree,NOTE,Palo Verde Tree,LEVEL_A_DIRECT,A
Pamplewood,pamplewood,NOTE,Pamplewood,LEVEL_A_DIRECT,A
Pan de Muerto,pan de muerto,NOTE,Pan de Muerto,LEVEL_A_DIRECT,A
Pan Di Spagna,pan di spagna,NOTE,Pan Di Spagna,LEVEL_A_DIRECT,A
Panacotta,panacotta,NOTE,Panacotta,LEVEL_A_DIRECT,A
Pancake,pancake,NOTE,Pancake,LEVEL_A_DIRECT,A
Pandan,pandan,NOTE,Pandan,LEVEL_A_DIRECT,A
Pandan Leaf,pandan leaf,NOTE,Pandan Leaf,LEVEL_A_DIRECT,A
Pandanus,pandanus,NOTE,Pandanus,LEVEL_A_DIRECT,A
Pandoro,pandoro,NOTE,Pandoro,LEVEL_A_DIRECT,A
Panettone,panettone,NOTE,Panettone,LEVEL_A_DIRECT,A
Panna Cotta,panna cotta,NOTE,Panna Cotta,LEVEL_A_DIRECT,A
Pansy,pansy,NOTE,Pansy,LEVEL_A_DIRECT,A
Papaya,papaya,NOTE,Papaya,LEVEL_A_DIRECT,A
Papaya Blossom,papaya blossom,NOTE,Papaya Blossom,LEVEL_A_DIRECT,A
Papaya flower,papaya flower,NOTE,Papaya flower,LEVEL_A_DIRECT,A
paper,paper,ACCORD,paper,LEVEL_A_DIRECT,A
Paper,paper,NOTE,Paper,LEVEL_A_DIRECT,A
Paper Mulberry,paper mulberry,NOTE,Paper Mulberry,LEVEL_A_DIRECT,A
Paperbark,paperbark,NOTE,Paperbark,LEVEL_A_DIRECT,A
Paprika,paprika,NOTE,Paprika,LEVEL_A_DIRECT,A
Paprika Leaf,paprika leaf,NOTE,Paprika Leaf,LEVEL_A_DIRECT,A
Papyrus,papyrus,NOTE,Papyrus,LEVEL_A_DIRECT,A
Para-Cresyl Phenyl Acetate,para-cresyl phenyl acetate,NOTE,Para-Cresyl Phenyl Acetate,LEVEL_A_DIRECT,A
Paradisamide,paradisamide,NOTE,Paradisamide,LEVEL_A_DIRECT,A
Paradisone,paradisone,NOTE,Paradisone,LEVEL_A_DIRECT,A
Paraguayan Green Sandalwood,paraguayan green sandalwood,NOTE,Paraguayan Green Sandalwood,LEVEL_A_DIRECT,A
Paramela,paramela,NOTE,Paramela,LEVEL_A_DIRECT,A
Parchment,parchment,NOTE,Parchment,LEVEL_A_DIRECT,A
Parma Violet,parma violet,NOTE,Parma Violet,LEVEL_A_DIRECT,A
Parsley,parsley,NOTE,Parsley,LEVEL_A_DIRECT,A
Passion Flower,passion flower,NOTE,Passion Flower,LEVEL_A_DIRECT,A
Passion Fruit,passion fruit,NOTE,Passion Fruit,LEVEL_A_DIRECT,A
Passionfruit,passionfruit,NOTE,Passionfruit,LEVEL_A_DIRECT,A
Pastiera Napoletana,pastiera napoletana,NOTE,Pastiera Napoletana,LEVEL_A_DIRECT,A
Pataqueira,pataqueira,NOTE,Pataqueira,LEVEL_A_DIRECT,A
patchouli,patchouli,ACCORD,patchouli,LEVEL_A_DIRECT,A
Patchouli,patchouli,NOTE,Patchouli,LEVEL_A_DIRECT,A
Patchouli (Green),patchouli (green),NOTE,Patchouli (Green),LEVEL_A_DIRECT,A
Patchouli Leaf,patchouli leaf,NOTE,Patchouli Leaf,LEVEL_A_DIRECT,A
Pea,pea,NOTE,Pea,LEVEL_A_DIRECT,A
Peach,peach,NOTE,Peach,LEVEL_A_DIRECT,A
Peach Blossom,peach blossom,NOTE,Peach Blossom,LEVEL_A_DIRECT,A
Peach Cream,peach cream,NOTE,Peach Cream,LEVEL_A_DIRECT,A
Peach Leaf,peach leaf,NOTE,Peach Leaf,LEVEL_A_DIRECT,A
Peach Tree,peach tree,NOTE,Peach Tree,LEVEL_A_DIRECT,A
Peanut,peanut,NOTE,Peanut,LEVEL_A_DIRECT,A
Peanut Butter,peanut butter,NOTE,Peanut Butter,LEVEL_A_DIRECT,A
Pear,pear,ACCORD,Pear,LEVEL_A_DIRECT,A
Pear,pear,NOTE,Pear,LEVEL_A_DIRECT,A
Pear Blossom,pear blossom,NOTE,Pear Blossom,LEVEL_A_DIRECT,A
Pear Ice Cream,pear ice cream,NOTE,Pear Ice Cream,LEVEL_A_DIRECT,A
Pear Juice,pear juice,NOTE,Pear Juice,LEVEL_A_DIRECT,A
Pear Leaf,pear leaf,NOTE,Pear Leaf,LEVEL_A_DIRECT,A
Pear Tree,pear tree,NOTE,Pear Tree,LEVEL_A_DIRECT,A
Pear Wood,pear wood,NOTE,Pear Wood,LEVEL_A_DIRECT,A
Pearadise®,pearadise®,NOTE,Pearadise®,LEVEL_A_DIRECT,A
Pearls,pearls,NOTE,Pearls,LEVEL_A_DIRECT,A
Peat,peat,NOTE,Peat,LEVEL_A_DIRECT,A
Pebbles,pebbles,NOTE,Pebbles,LEVEL_A_DIRECT,A
Pecan,pecan,NOTE,Pecan,LEVEL_A_DIRECT,A
Pelargonium,pelargonium,NOTE,Pelargonium,LEVEL_A_DIRECT,A
Pelargonium Leaf,pelargonium leaf,NOTE,Pelargonium Leaf,LEVEL_A_DIRECT,A
Pencil,pencil,NOTE,Pencil,LEVEL_A_DIRECT,A
Pennyroyal,pennyroyal,NOTE,Pennyroyal,LEVEL_A_DIRECT,A
Peony,peony,NOTE,Peony,LEVEL_A_DIRECT,A
Pepper,pepper,NOTE,Pepper,LEVEL_A_DIRECT,A
Pepper Oil,pepper oil,NOTE,Pepper Oil,LEVEL_A_DIRECT,A
Peppermint,peppermint,NOTE,Peppermint,LEVEL_A_DIRECT,A
Peppertree,peppertree,NOTE,Peppertree,LEVEL_A_DIRECT,A
Pepperwood or Hercules Club,pepperwood or hercules club,NOTE,Pepperwood or Hercules Club,LEVEL_A_DIRECT,A
Pepperwood™,pepperwoodtm,NOTE,Pepperwood™,LEVEL_A_DIRECT,A
Perfume lemon,perfume lemon,NOTE,Perfume lemon,LEVEL_A_DIRECT,A
Periwinkle,periwinkle,NOTE,Periwinkle,LEVEL_A_DIRECT,A
Persimmon,persimmon,NOTE,Persimmon,LEVEL_A_DIRECT,A
Peru Balsam,peru balsam,NOTE,Peru Balsam,LEVEL_A_DIRECT,A
Peruvian Pepper,peruvian pepper,NOTE,Peruvian Pepper,LEVEL_A_DIRECT,A
Pesto,pesto,NOTE,Pesto,LEVEL_A_DIRECT,A
Petalia,petalia,NOTE,Petalia,LEVEL_A_DIRECT,A
Petitgrain,petitgrain,NOTE,Petitgrain,LEVEL_A_DIRECT,A
Petitgrain Paraguay,petitgrain paraguay,NOTE,Petitgrain Paraguay,LEVEL_A_DIRECT,A
Petrichor,petrichor,NOTE,Petrichor,LEVEL_A_DIRECT,A
Petroleum,petroleum,NOTE,Petroleum,LEVEL_A_DIRECT,A
Petunia,petunia,NOTE,Petunia,LEVEL_A_DIRECT,A
peyote,peyote,NOTE,peyote,LEVEL_A_DIRECT,A
Pharaone®,pharaone®,NOTE,Pharaone®,LEVEL_A_DIRECT,A
Phlox,phlox,NOTE,Phlox,LEVEL_A_DIRECT,A
Phoebe zhennan,phoebe zhennan,NOTE,Phoebe zhennan,LEVEL_A_DIRECT,A
Physcool®,physcool®,NOTE,Physcool®,LEVEL_A_DIRECT,A
Pikul Flower,pikul flower,NOTE,Pikul Flower,LEVEL_A_DIRECT,A
Pimento,pimento,NOTE,Pimento,LEVEL_A_DIRECT,A
Pimento Leaf,pimento leaf,NOTE,Pimento Leaf,LEVEL_A_DIRECT,A
Pimento Seeds,pimento seeds,NOTE,Pimento Seeds,LEVEL_A_DIRECT,A
Pine,pine,NOTE,Pine,LEVEL_A_DIRECT,A
Pine needles,pine needles,NOTE,Pine needles,LEVEL_A_DIRECT,A
Pine tar,pine tar,NOTE,Pine tar,LEVEL_A_DIRECT,A
Pine Tree,pine tree,NOTE,Pine Tree,LEVEL_A_DIRECT,A
Pine Tree Needles,pine tree needles,NOTE,Pine Tree Needles,LEVEL_A_DIRECT,A
Pineapple,pineapple,NOTE,Pineapple,LEVEL_A_DIRECT,A
Pineapple blossom,pineapple blossom,NOTE,Pineapple blossom,LEVEL_A_DIRECT,A
Pineapple Leaf,pineapple leaf,NOTE,Pineapple Leaf,LEVEL_A_DIRECT,A
Pinesap,pinesap,NOTE,Pinesap,LEVEL_A_DIRECT,A
Pink Crystal,pink crystal,NOTE,Pink Crystal,LEVEL_A_DIRECT,A
Pink Flamingo Heliconia,pink flamingo heliconia,NOTE,Pink Flamingo Heliconia,LEVEL_A_DIRECT,A
Pink Freesia,pink freesia,NOTE,Pink Freesia,LEVEL_A_DIRECT,A
Pink Grapefruit,pink grapefruit,NOTE,Pink Grapefruit,LEVEL_A_DIRECT,A
Pink Himalayan Sea Salt,pink himalayan sea salt,NOTE,Pink Himalayan Sea Salt,LEVEL_A_DIRECT,A
Pink Hyacinth,pink hyacinth,NOTE,Pink Hyacinth,LEVEL_A_DIRECT,A
Pink Ipê Tree,pink ipê tree,NOTE,Pink Ipê Tree,LEVEL_A_DIRECT,A
Pink Jasmine,pink jasmine,NOTE,Pink Jasmine,LEVEL_A_DIRECT,A
Pink Lily,pink lily,NOTE,Pink Lily,LEVEL_A_DIRECT,A
Pink Litchi,pink litchi,NOTE,Pink Litchi,LEVEL_A_DIRECT,A
Pink Lotus,pink lotus,NOTE,Pink Lotus,LEVEL_A_DIRECT,A
Pink Nerium Oleander,pink nerium oleander,NOTE,Pink Nerium Oleander,LEVEL_A_DIRECT,A
Pink Paprika,pink paprika,NOTE,Pink Paprika,LEVEL_A_DIRECT,A
Pink Peony,pink peony,NOTE,Pink Peony,LEVEL_A_DIRECT,A
Pink Pepper,pink pepper,NOTE,Pink Pepper,LEVEL_A_DIRECT,A
Pink Rose,pink rose,NOTE,Pink Rose,LEVEL_A_DIRECT,A
pink tulip,pink tulip,NOTE,pink tulip,LEVEL_A_DIRECT,A
Pink Violet,pink violet,NOTE,Pink Violet,LEVEL_A_DIRECT,A
Pinot Noir grapes,pinot noir grapes,NOTE,Pinot Noir grapes,LEVEL_A_DIRECT,A
Pinwheel Flower,pinwheel flower,NOTE,Pinwheel Flower,LEVEL_A_DIRECT,A
Pisco Sour cocktal,pisco sour cocktal,NOTE,Pisco Sour cocktal,LEVEL_A_DIRECT,A
Pistachio,pistachio,NOTE,Pistachio,LEVEL_A_DIRECT,A
Pistachio Blossom,pistachio blossom,NOTE,Pistachio Blossom,LEVEL_A_DIRECT,A
Pistachio Leaf,pistachio leaf,NOTE,Pistachio Leaf,LEVEL_A_DIRECT,A
Pistachio Liquer,pistachio liquer,NOTE,Pistachio Liquer,LEVEL_A_DIRECT,A
Pistachio Spread Cream,pistachio spread cream,NOTE,Pistachio Spread Cream,LEVEL_A_DIRECT,A
Pitahaya,pitahaya,NOTE,Pitahaya,LEVEL_A_DIRECT,A
Pitahaya Flower,pitahaya flower,NOTE,Pitahaya Flower,LEVEL_A_DIRECT,A
Pitanga,pitanga,NOTE,Pitanga,LEVEL_A_DIRECT,A
Pitosporum,pitosporum,NOTE,Pitosporum,LEVEL_A_DIRECT,A
Pittosporum,pittosporum,NOTE,Pittosporum,LEVEL_A_DIRECT,A
Pizza,pizza,NOTE,Pizza,LEVEL_A_DIRECT,A
Piña Colada,piña colada,NOTE,Piña Colada,LEVEL_A_DIRECT,A
Plantain,plantain,NOTE,Plantain,LEVEL_A_DIRECT,A
Plasma,plasma,NOTE,Plasma,LEVEL_A_DIRECT,A
plastic,plastic,ACCORD,plastic,LEVEL_A_DIRECT,A
Plastic,plastic,NOTE,Plastic,LEVEL_A_DIRECT,A
Plastic Bag,plastic bag,NOTE,Plastic Bag,LEVEL_A_DIRECT,A
Play-Doh,play-doh,NOTE,Play-Doh,LEVEL_A_DIRECT,A
Plum,plum,NOTE,Plum,LEVEL_A_DIRECT,A
plum,plum,NOTE,plum,LEVEL_A_DIRECT,A
Plum Blossom,plum blossom,NOTE,Plum Blossom,LEVEL_A_DIRECT,A
Plum Brandy,plum brandy,NOTE,Plum Brandy,LEVEL_A_DIRECT,A
Plum Liquor,plum liquor,NOTE,Plum Liquor,LEVEL_A_DIRECT,A
Plum Tree,plum tree,NOTE,Plum Tree,LEVEL_A_DIRECT,A
Plum Wine,plum wine,NOTE,Plum Wine,LEVEL_A_DIRECT,A
Plum Wood,plum wood,NOTE,Plum Wood,LEVEL_A_DIRECT,A
Plumeria,plumeria,NOTE,Plumeria,LEVEL_A_DIRECT,A
Poinsettia,poinsettia,NOTE,Poinsettia,LEVEL_A_DIRECT,A
Poison,poison,NOTE,Poison,LEVEL_A_DIRECT,A
Poivrol,poivrol,NOTE,Poivrol,LEVEL_A_DIRECT,A
Pokan,pokan,NOTE,Pokan,LEVEL_A_DIRECT,A
Pollen,pollen,NOTE,Pollen,LEVEL_A_DIRECT,A
Polygonum,polygonum,NOTE,Polygonum,LEVEL_A_DIRECT,A
Pomarose,pomarose,NOTE,Pomarose,LEVEL_A_DIRECT,A
Pomegranate,pomegranate,NOTE,Pomegranate,LEVEL_A_DIRECT,A
Pomegranate Blossom,pomegranate blossom,NOTE,Pomegranate Blossom,LEVEL_A_DIRECT,A
Pomegranate Seed,pomegranate seed,NOTE,Pomegranate Seed,LEVEL_A_DIRECT,A
Pomelo,pomelo,NOTE,Pomelo,LEVEL_A_DIRECT,A
Popcorn,popcorn,NOTE,Popcorn,LEVEL_A_DIRECT,A
Poplar,poplar,NOTE,Poplar,LEVEL_A_DIRECT,A
Poplar (Populus) buds,poplar (populus) buds,NOTE,Poplar (Populus) buds,LEVEL_A_DIRECT,A
Poplar buds,poplar buds,NOTE,Poplar buds,LEVEL_A_DIRECT,A
Poppy,poppy,NOTE,Poppy,LEVEL_A_DIRECT,A
Popsicle,popsicle,NOTE,Popsicle,LEVEL_A_DIRECT,A
Porcelain,porcelain,NOTE,Porcelain,LEVEL_A_DIRECT,A
Porcelain clay,porcelain clay,NOTE,Porcelain clay,LEVEL_A_DIRECT,A
Port Wine,port wine,NOTE,Port Wine,LEVEL_A_DIRECT,A
Portlandia,portlandia,NOTE,Portlandia,LEVEL_A_DIRECT,A
Portulaca or Pigweed,portulaca or pigweed,NOTE,Portulaca or Pigweed,LEVEL_A_DIRECT,A
Posidonia,posidonia,NOTE,Posidonia,LEVEL_A_DIRECT,A
Potato,potato,NOTE,Potato,LEVEL_A_DIRECT,A
Powder From The Moon,powder from the moon,NOTE,Powder From The Moon,LEVEL_A_DIRECT,A
Powdered Sugar,powdered sugar,NOTE,Powdered Sugar,LEVEL_A_DIRECT,A
powdery,powdery,ACCORD,powdery,LEVEL_A_DIRECT,A
Powdery Musk,powdery musk,NOTE,Powdery Musk,LEVEL_A_DIRECT,A
Powdery Notes,powdery notes,NOTE,Powdery Notes,LEVEL_A_DIRECT,A
Praline,praline,NOTE,Praline,LEVEL_A_DIRECT,A
Precious Woods,precious woods,NOTE,Precious Woods,LEVEL_A_DIRECT,A
Pretzel,pretzel,NOTE,Pretzel,LEVEL_A_DIRECT,A
prickly pear,prickly pear,NOTE,prickly pear,LEVEL_A_DIRECT,A
Priest’s Clothes,priest’s clothes,NOTE,Priest’s Clothes,LEVEL_A_DIRECT,A
Primrose,primrose,NOTE,Primrose,LEVEL_A_DIRECT,A
Princess Tree or Paulownia,princess tree or paulownia,NOTE,Princess Tree or Paulownia,LEVEL_A_DIRECT,A
Priprioca,priprioca,NOTE,Priprioca,LEVEL_A_DIRECT,A
Privet,privet,NOTE,Privet,LEVEL_A_DIRECT,A
Profiterole,profiterole,NOTE,Profiterole,LEVEL_A_DIRECT,A
Propolis,propolis,NOTE,Propolis,LEVEL_A_DIRECT,A
Prosecco,prosecco,NOTE,Prosecco,LEVEL_A_DIRECT,A
Protea,protea,NOTE,Protea,LEVEL_A_DIRECT,A
Prunella,prunella,NOTE,Prunella,LEVEL_A_DIRECT,A
Prunol,prunol,NOTE,Prunol,LEVEL_A_DIRECT,A
Pu'er tea,pu'er tea,NOTE,Pu'er tea,LEVEL_A_DIRECT,A
Pua keni keni (Pua-lulu),pua keni keni (pua-lulu),NOTE,Pua keni keni (Pua-lulu),LEVEL_A_DIRECT,A
Pudding,pudding,NOTE,Pudding,LEVEL_A_DIRECT,A
Puff Pastry,puff pastry,NOTE,Puff Pastry,LEVEL_A_DIRECT,A
Pumpkin,pumpkin,NOTE,Pumpkin,LEVEL_A_DIRECT,A
Pumpkin Pie,pumpkin pie,NOTE,Pumpkin Pie,LEVEL_A_DIRECT,A
Punch,punch,NOTE,Punch,LEVEL_A_DIRECT,A
Purple Coneflower,purple coneflower,NOTE,Purple Coneflower,LEVEL_A_DIRECT,A
Purple Yam,purple yam,NOTE,Purple Yam,LEVEL_A_DIRECT,A
Purslane,purslane,NOTE,Purslane,LEVEL_A_DIRECT,A
Quandong Desert Peach,quandong desert peach,NOTE,Quandong Desert Peach,LEVEL_A_DIRECT,A
"Quandong, desert peach","quandong, desert peach",NOTE,"Quandong, desert peach",LEVEL_A_DIRECT,A
Queen of the Night Flower,queen of the night flower,NOTE,Queen of the Night Flower,LEVEL_A_DIRECT,A
Quenepa,quenepa,NOTE,Quenepa,LEVEL_A_DIRECT,A
Quince,quince,NOTE,Quince,LEVEL_A_DIRECT,A
Rain Notes,rain notes,NOTE,Rain Notes,LEVEL_A_DIRECT,A
Rainbow Sorbet,rainbow sorbet,NOTE,Rainbow Sorbet,LEVEL_A_DIRECT,A
Raisin,raisin,NOTE,Raisin,LEVEL_A_DIRECT,A
Raki,raki,NOTE,Raki,LEVEL_A_DIRECT,A
Rambutan,rambutan,NOTE,Rambutan,LEVEL_A_DIRECT,A
Rangoon Creeper,rangoon creeper,NOTE,Rangoon Creeper,LEVEL_A_DIRECT,A
Rangpur,rangpur,NOTE,Rangpur,LEVEL_A_DIRECT,A
Raspberry,raspberry,NOTE,Raspberry,LEVEL_A_DIRECT,A
Raspberry Bloom,raspberry bloom,NOTE,Raspberry Bloom,LEVEL_A_DIRECT,A
Raspberry Blossom,raspberry blossom,NOTE,Raspberry Blossom,LEVEL_A_DIRECT,A
Raspberry Leaf,raspberry leaf,NOTE,Raspberry Leaf,LEVEL_A_DIRECT,A
Raspberry leaf,raspberry leaf,NOTE,Raspberry leaf,LEVEL_A_DIRECT,A
Raspberry Macaron,raspberry macaron,NOTE,Raspberry Macaron,LEVEL_A_DIRECT,A
Ravello Rose,ravello rose,NOTE,Ravello Rose,LEVEL_A_DIRECT,A
Ravenala,ravenala,NOTE,Ravenala,LEVEL_A_DIRECT,A
Ravensara,ravensara,NOTE,Ravensara,LEVEL_A_DIRECT,A
RE Base,re base,NOTE,RE Base,LEVEL_A_DIRECT,A
Red Algae,red algae,NOTE,Red Algae,LEVEL_A_DIRECT,A
Red Amber,red amber,NOTE,Red Amber,LEVEL_A_DIRECT,A
Red Apple,red apple,NOTE,Red Apple,LEVEL_A_DIRECT,A
Red Bean Paste,red bean paste,NOTE,Red Bean Paste,LEVEL_A_DIRECT,A
Red Berries,red berries,NOTE,Red Berries,LEVEL_A_DIRECT,A
Red Cedar,red cedar,NOTE,Red Cedar,LEVEL_A_DIRECT,A
Red Chilli Pepper,red chilli pepper,NOTE,Red Chilli Pepper,LEVEL_A_DIRECT,A
Red Currant,red currant,NOTE,Red Currant,LEVEL_A_DIRECT,A
Red Currant Blossom,red currant blossom,NOTE,Red Currant Blossom,LEVEL_A_DIRECT,A
Red currant leaf,red currant leaf,NOTE,Red currant leaf,LEVEL_A_DIRECT,A
Red Cyclamen,red cyclamen,NOTE,Red Cyclamen,LEVEL_A_DIRECT,A
Red Freesia,red freesia,NOTE,Red Freesia,LEVEL_A_DIRECT,A
Red Fruits,red fruits,NOTE,Red Fruits,LEVEL_A_DIRECT,A
Red Fruits Smoothie,red fruits smoothie,NOTE,Red Fruits Smoothie,LEVEL_A_DIRECT,A
Red Fruits Sorbet,red fruits sorbet,NOTE,Red Fruits Sorbet,LEVEL_A_DIRECT,A
Red Lantern,red lantern,NOTE,Red Lantern,LEVEL_A_DIRECT,A
Red Lily,red lily,NOTE,Red Lily,LEVEL_A_DIRECT,A
Red Litchi,red litchi,NOTE,Red Litchi,LEVEL_A_DIRECT,A
Red Mandarin,red mandarin,NOTE,Red Mandarin,LEVEL_A_DIRECT,A
Red Maple,red maple,NOTE,Red Maple,LEVEL_A_DIRECT,A
Red Mulberry,red mulberry,NOTE,Red Mulberry,LEVEL_A_DIRECT,A
Red Myrrh,red myrrh,NOTE,Red Myrrh,LEVEL_A_DIRECT,A
Red Nectarine,red nectarine,NOTE,Red Nectarine,LEVEL_A_DIRECT,A
Red Paprika,red paprika,NOTE,Red Paprika,LEVEL_A_DIRECT,A
Red Peach,red peach,NOTE,Red Peach,LEVEL_A_DIRECT,A
Red Peony,red peony,NOTE,Red Peony,LEVEL_A_DIRECT,A
Red Pepper,red pepper,NOTE,Red Pepper,LEVEL_A_DIRECT,A
Red Poppy,red poppy,NOTE,Red Poppy,LEVEL_A_DIRECT,A
Red Rose,red rose,NOTE,Red Rose,LEVEL_A_DIRECT,A
Red Sandalwood,red sandalwood,NOTE,Red Sandalwood,LEVEL_A_DIRECT,A
Red Tea,red tea,NOTE,Red Tea,LEVEL_A_DIRECT,A
Red Thyme,red thyme,NOTE,Red Thyme,LEVEL_A_DIRECT,A
Red Tulip,red tulip,NOTE,Red Tulip,LEVEL_A_DIRECT,A
Red Vanill-Orchid,red vanill-orchid,NOTE,Red Vanill-Orchid,LEVEL_A_DIRECT,A
Red Willow,red willow,NOTE,Red Willow,LEVEL_A_DIRECT,A
Red Wine,red wine,NOTE,Red Wine,LEVEL_A_DIRECT,A
Redwood,redwood,NOTE,Redwood,LEVEL_A_DIRECT,A
Redwood Flower,redwood flower,NOTE,Redwood Flower,LEVEL_A_DIRECT,A
Reed,reed,NOTE,Reed,LEVEL_A_DIRECT,A
Reseda,reseda,NOTE,Reseda,LEVEL_A_DIRECT,A
Resin,resin,NOTE,Resin,LEVEL_A_DIRECT,A
Resins,resins,NOTE,Resins,LEVEL_A_DIRECT,A
Rhizoma Atractylodis,rhizoma atractylodis,NOTE,Rhizoma Atractylodis,LEVEL_A_DIRECT,A
Rhodinol,rhodinol,NOTE,Rhodinol,LEVEL_A_DIRECT,A
Rhododendron,rhododendron,NOTE,Rhododendron,LEVEL_A_DIRECT,A
Rhubarb,rhubarb,NOTE,Rhubarb,LEVEL_A_DIRECT,A
Rhubarb Leaf,rhubarb leaf,NOTE,Rhubarb Leaf,LEVEL_A_DIRECT,A
Rhuburb,rhuburb,NOTE,Rhuburb,LEVEL_A_DIRECT,A
Rhum Agricole,rhum agricole,NOTE,Rhum Agricole,LEVEL_A_DIRECT,A
Rice,rice,NOTE,Rice,LEVEL_A_DIRECT,A
Rice Basmati,rice basmati,NOTE,Rice Basmati,LEVEL_A_DIRECT,A
Rice Cake,rice cake,NOTE,Rice Cake,LEVEL_A_DIRECT,A
Rice Flower,rice flower,NOTE,Rice Flower,LEVEL_A_DIRECT,A
Rice Leaf,rice leaf,NOTE,Rice Leaf,LEVEL_A_DIRECT,A
Rice Powder,rice powder,NOTE,Rice Powder,LEVEL_A_DIRECT,A
Rice Pudding,rice pudding,NOTE,Rice Pudding,LEVEL_A_DIRECT,A
Rice Water,rice water,NOTE,Rice Water,LEVEL_A_DIRECT,A
Ricotta,ricotta,NOTE,Ricotta,LEVEL_A_DIRECT,A
Rind Bergamot,rind bergamot,NOTE,Rind Bergamot,LEVEL_A_DIRECT,A
River Notes,river notes,NOTE,River Notes,LEVEL_A_DIRECT,A
Roasted Coffee Beans,roasted coffee beans,NOTE,Roasted Coffee Beans,LEVEL_A_DIRECT,A
Roasted Nuts,roasted nuts,NOTE,Roasted Nuts,LEVEL_A_DIRECT,A
Rock rose,rock rose,NOTE,Rock rose,LEVEL_A_DIRECT,A
Rocket fuel,rocket fuel,NOTE,Rocket fuel,LEVEL_A_DIRECT,A
Romandolide®,romandolide®,NOTE,Romandolide®,LEVEL_A_DIRECT,A
Romanian Sage,romanian sage,NOTE,Romanian Sage,LEVEL_A_DIRECT,A
Rooibos Tea,rooibos tea,NOTE,Rooibos Tea,LEVEL_A_DIRECT,A
Root Beer,root beer,NOTE,Root Beer,LEVEL_A_DIRECT,A
Roots,roots,NOTE,Roots,LEVEL_A_DIRECT,A
Rosa Alba,rosa alba,NOTE,Rosa Alba,LEVEL_A_DIRECT,A
Rosa Rubiginosa,rosa rubiginosa,NOTE,Rosa Rubiginosa,LEVEL_A_DIRECT,A
rose,rose,ACCORD,rose,LEVEL_A_DIRECT,A
Rose,rose,NOTE,Rose,LEVEL_A_DIRECT,A
Rose Apple,rose apple,NOTE,Rose Apple,LEVEL_A_DIRECT,A
Rose de Mai,rose de mai,NOTE,Rose de Mai,LEVEL_A_DIRECT,A
Rose Geranium,rose geranium,NOTE,Rose Geranium,LEVEL_A_DIRECT,A
Rose Hip,rose hip,NOTE,Rose Hip,LEVEL_A_DIRECT,A
Rose Jam,rose jam,NOTE,Rose Jam,LEVEL_A_DIRECT,A
Rose Japanese (Hamanasu),rose japanese (hamanasu),NOTE,Rose Japanese (Hamanasu),LEVEL_A_DIRECT,A
Rose Juliette Greco,rose juliette greco,NOTE,Rose Juliette Greco,LEVEL_A_DIRECT,A
Rose Leaf,rose leaf,NOTE,Rose Leaf,LEVEL_A_DIRECT,A
Rose Mallow,rose mallow,NOTE,Rose Mallow,LEVEL_A_DIRECT,A
Rose Milk,rose milk,NOTE,Rose Milk,LEVEL_A_DIRECT,A
Rose Oil,rose oil,NOTE,Rose Oil,LEVEL_A_DIRECT,A
